time,accX,accY,accZ,gyroX,gyroY,gyroZ,magZ,rot1,rot2,rot3,rot4,rot5,rot6,rot7,rot8,rot9,label
872326248282388,0.5455230314195567,0.34766172440434207,-0.8769898073881788,0.007562381094118664,0.39819316855719633,0.390391471804849,49.191066565087205,0.5584097314721674,-0.9984724570638361,-0.33293049088631577,0.225526235934139,0.06983568783604777,0.01972140942885292,-0.10865141218212115,-0.0334226891176308,0.685047177424831,normal road
872329720501547,0.9815356011085334,0.22348714657975566,0.9129721779896469,0.18834936481512254,0.385352375118571,0.17561552199995523,40.13743682462532,0.6242362042425385,0.15966233302001576,-0.7786265386137459,-0.2981789086518227,-0.30215575718170307,-0.3436254681469122,0.993739746406793,0.8122620521753863,0.3872423513613992,normal road
872327549232107,0.026509571034043722,-0.6768885534044968,0.009855607161431523,-0.11479133067321357,0.3773262647379819,-0.10123268867295776,44.6459749465319,-0.19039120675292698,-0.14249687652789422,-0.28584742801325125,-0.31809992910078244,-0.31675757721392506,0.6927035064391169,-0.2848701901453845,-0.44601729534541934,-0.357598401169553,normal road
872327285016280,-0.6986863324727413,-0.753640760608153,-0.8533567099764996,0.4100221524328962,0.35337221044979694,0.0757348498687751,46.673514622434325,0.5494594818735432,0.8216761317412231,-0.42609649612054956,-0.6510126821763782,-0.5628464232856989,-0.14866104532168278,0.11082397550672729,0.8313731940015145,-0.08784040159091999,normal road
872326023519763,-0.5369397465406947,-0.4450541610427128,0.927961608143341,0.36028079270634106,0.49550919169554275,0.4997044107905536,48.403549107906755,0.7240995097451979,-0.8771304613260564,-0.7451597051393097,-0.6915857111186934,0.1594819825169287,-0.6040160583007506,0.5768924774897455,-0.31364733163109193,0.25444768638614534,normal road
872327174721413,0.47690095600210625,0.033837815432565144,0.7485685810018397,0.11246727866803752,-0.08553654738084238,0.050490249113656294,44.54766045157816,0.9415590031038858,-0.32711395096890583,0.12161303426551595,0.5388516654724496,0.3808079329611658,0.7881909465083818,-0.021655795855024307,0.2774447384518657,-0.7426086105938858,normal road
872326154198420,-0.7186875245558224,-0.026781942685176974,0.21417149958368698,-0.10381779383240952,0.1727044352715984,-0.24561299606835174,42.423793168542474,0.3706004396784415,-0.40704866940597184,-0.22488137415656184,0.023295515118667787,-0.8778055524340895,0.3158617166273421,-0.63620581783623,-0.8723289232560147,-0.7861236483636533,normal road
872329759788166,-0.10828251035862024,0.2084911852033544,0.4464719627826814,0.4338236256902501,-0.48609024119263466,-0.4153553000796627,43.731535788529555,0.5048595157291573,0.07091576261056276,-0.8823175433311907,-0.3280920023932614,-0.3901832986457685,0.04179624627050926,-0.8299466143045171,0.1895923245139619,-0.020234854419858728,normal road
872325633344231,0.13144842576530125,-0.4330616076631695,-0.13926209718198712,0.22009984680460704,0.09154605806555915,-0.08968474312420116,43.94275718476529,-0.42057191009869843,0.02757697387341418,0.2733203660503596,0.09687828735210702,-0.6294796199780872,-0.6750137124142355,-0.19964989784228226,-0.005564484608530762,-0.30743893748584994,normal road
872326814629725,0.6985632247828528,-0.8191912625965021,0.7983842618456467,0.10994953629455217,0.15858848683788473,0.1631061592023736,45.75484020727699,-0.44143916499267855,-0.9617918384526076,-0.19413937813855786,0.18119101491563128,-0.9831625389079293,-0.43833306449597664,-0.07535286984353196,-0.9369244424072971,0.9113954977243406,normal road
